D054,金沢八景 → 追浜,8201
ED054,追浜,8201
D055,追浜 → 京急田浦,8201
ED055,京急田浦,8201
D056,京急田浦 → 安針塚,8201
ED056,安針塚,8201
D057,安針塚 → 逸見,8201
ED057,逸見,8201
D058,逸見 → 汐入,8201
ED058,汐入,8201
D059,汐入 → 横須賀中央,8201
ED059,横須賀中央,8201
D060,横須賀中央 → 県立大学,8201
ED060,県立大学,8201
D061,県立大学 → 堀ノ内,8201
ED061,堀ノ内,8201
D062,堀ノ内 → 京急大津,8201
ED062,京急大津,8201
D063,京急大津 → 馬堀海岸,8201
ED063,馬堀海岸,8201
D064,馬堀海岸 → 浦賀,8201
ED064,浦賀,8201
D065,堀ノ内 → 新大津,8201
ED065,新大津,8201
D066,新大津 → 北久里浜,8301
ED066,北久里浜,8301
D067,北久里浜 → 京急久里浜,8301
ED067,京急久里浜,8301
D068,京急久里浜 → YRP野比,8301
ED068,YRP野比,8301
D069,YRP野比 → 京急長沢,8301
ED069,京急長沢,8301
D070,京急長沢 → 津久井浜,8301
ED070,津久井浜,8301
D071,津久井浜 → 三浦海岸,8301
ED071,三浦海岸,8301
D072,三浦海岸 → 三崎口,8301
ED072,三崎口,8301
